SeriesInd,S01Var01,S01Var02,S02Var02,S02Var03,S03Var05,S03Var07,S04Var01,S04Var02,S05Var02,S05Var03,S06Var05,S06Var07
41019,32.689999,7542700,41880000,16.629999,45.94285586,46.02999871,16.42,17566400,16045800,71.879997,30.02,30.1
41020,32.68,4770200,35604000,16.84,46.14285657,46.31428529,16.68,11394700,21772800,72.230003,30.120001,30.82
41021,32.540001,5181000,31602700,16.85,46.337143,46.45142743,16.780001,6767500,14606600,72.650002,30.879999,31.309999
41022,32.5,3476100,25730100,16.75,46.42856986,46.22857286,16.73,8889200,11390900,72.830002,31.23,30.99
41026,32.439999,2668500,27703900,16.6,46.12142943,46.38285829,16.629999,7492300,9757200,72.809998,30.91,31.209999
41027,32.509998,3209100,28413200,16.65,46.55857086,46.49571614,16.540001,8389100,14423400,72.959999,31.059999,31.200001
41028,32.599998,3932500,25556700,16.65,46.60285571,46.47000129,16.77,7668600,11797700,73.339996,31.23,31.02
41029,32.610001,3715800,24055100,16.65,46.49714286,46.23714443,16.77,8318900,10790400,73.050003,31.040001,30.82
41030,32.630001,3312700,22417600,16.610001,46.13571543,46.08000186,16.76,7754500,15273700,73.019997,30.719999,30.99
41033,32.990002,7092500,70794200,17,46.52000043,47.08142857,16.940001,17684000,23320700,73.639999,31.299999,31.58
41034,32.830002,7914000,106477200,16.959999,47.49142843,47.32714457,16.83,11092800,20028500,74.419998,31.65,31.65
41035,32.860001,8129000,112378000,17.219999,47.07857129,47.71428686,16.91,23447700,16550800,74.139999,31.41,32.369999
41036,33.34,7386900,96284400,17.950001,47.81714243,47.67571257,17.34,30656800,22525300,74.669998,32.150002,32.150002
41037,33.470001,7311300,99029500,18.08,47.71285629,48.01714329,17.17,19869500,19297700,75.089996,32.23,31.5
41040,33.5,7539900,65348400,18.16,48.40428543,48.92142871,16.799999,16176700,20766400,74.580002,31.17,31.200001
41041,33.68,7132400,61312500,18.129999,49.26857,48.80571371,16.73,14615700,15805400,75.019997,31.690001,31.4
41042,33.790001,6076400,66841400,18.290001,49.03571314,49.202858,16.809999,15066200,17363000,75.669998,31.73,32.009998
41043,33.52,6322700,100459700,18.549999,49.30857086,49.38285829,16.92,15961000,20438100,75.980003,32.130001,31.889999
41044,34.049999,9007000,50279400,18.58,49.412857,49.782856,16.83,13593500,23478700,76.5,31.82,32.75
41048,34.860001,12052600,39737500,18.610001,47.07428743,48.66428757,16.68,21392500,23883600,77.720001,32.779999,32.490002
41049,34.700001,8340800,89216500,17.77,49.764286,48.405716,16.549999,17130000,21844100,78.129997,32.060001,31.809999
41050,34.189999,8664800,93501600,17.35,48.061428,47.52571486,16.33,14622700,29121600,76.769997,32,31.889999
41051,34.490002,9172000,48717700,17.870001,47.681427,46.67428586,16.309999,23366200,25084400,78.059998,32.27,32.509998
41054,34.650002,10857200,51698600,17.75,46.695713,48.20714186,16.24,23375300,24871600,78.089996,32.5,32.700001
41055,34.799999,13185000,47155800,17.66,48.047142,48.77142714,16.190001,26673100,21626300,77.93,32.52,32.700001
41056,34.41,7400100,66834100,17.9,48.99428557,49.12142943,16.049999,49690800,25555400,78.489998,32.740002,32.450001
41057,34.84,8342800,67711700,18.33,49.11142729,49.02999871,16.360001,39067000,17003500,79.339996,32.209999,32.5
41058,34.869999,10601600,480879500,15.98,49.167141,48.014286,16.209999,24734000,26300600,78.870003,32.59,31.84
41061,34.27,10917600,275198200,15.45,47.97142786,48.47428514,16.200001,22911400,34514400,79.010002,31.98,32.419998
41062,35,11582700,178894300,15.85,48.75714114,49.29000086,16.459999,26938900,40829600,81.040001,32.610001,33.439999
41063,35.290001,8260800,187008500,15.31,49.20714186,49.188572,16.66,21106800,18176900,83.260002,33.150002,32.720001
41064,35.209999,5733900,153131300,15.1,49.11428457,49.06285857,16.91,33314600,19647700,82.459999,32.66,32.75
41065,35.540001,7638900,79198700,15.64,49.09142686,49.5,16.91,19127900,16558300,82.849998,32.709999,32.759998
41068,35.84,11631600,118132900,15.8,49.69857029,50.26857,17,16046500,15304300,83.360001,33,33.32
41069,35.43,7368100,59674500,16.02,50.52571486,50.74285886,16.85,17932000,17463500,82.639999,33.290001,34.099998
41070,35.27,7180900,61896700,16.02,50.74142843,51.16571429,16.700001,17778700,15890900,81.769997,33.23,33.130001
41071,35.240002,8146700,65334900,15.9,51.05571371,50.648571,16.719999,15430500,21050500,81.610001,33.07,33
41072,35.799999,7664900,94736400,15.99,50.67856986,50.97857286,16.870001,15386300,15993500,82.230003,32.689999,33.759998
41075,35.959999,6127800,69632700,16.02,50.97000129,51.311428,16.93,14503000,33108300,81.889999,33.630001,33.869999
41076,36.07,9430000,51612800,15.95,51.31285857,51.41428757,17.389999,31395200,25684600,82.669998,33.939999,33.68
41077,36.299999,10480600,59843600,16,51.54285814,51.87571329,17.82,41824100,16673500,82.860001,33.709999,33.299999
41078,36.48,7274200,53727600,15.83,51.03571314,51.18571471,17.82,23566600,17853500,83.050003,33.060001,32.950001
41079,36.549999,8413700,68774000,15.7,51.24428557,50.08000186,17.84,13729900,22839500,83.5,33.009998,32.639999
41083,36.23,11659200,97449900,15.08,48.87857057,48.37285614,17.389999,34759500,32580400,84.730003,31.969999,31.379999
41084,35.810001,10972000,159528600,14.49,48.39571386,48.945713,17.1,35225100,38624600,85.470001,31.42,31.5
41085,35.810001,11297100,120277400,14.5,49.14571386,48.98285671,16.73,31570400,28577100,85.459999,31.08,31.440001
41086,35.799999,9369200,78341600,14.85,49.32285686,49.73714443,16.77,16939600,22230300,85.290001,32.34,32.400002
41089,35.919998,13051500,54120000,14.89,50.17714314,50.45857243,16.6,20210300,24507000,85.489998,32.52,32.259998
41090,35.880001,11102500,74337200,14.6,50.78142929,49.90142829,16.49,16702800,23001800,84.699997,32.34,31.65
41091,36.549999,17687100,67127000,14.62,49.99428557,50.30285643,16.85,24521100,17423600,83.550003,31.4,31.549999
41092,36.709999,12224500,66720400,14.66,51.02714157,51.365715,17.049999,35202100,17153500,85.050003,31.950001,32.41
41093,36.540001,10161000,81593400,14.28,51.438572,51.42856986,17.200001,20274200,20028600,84.699997,32.279999,31.91
41096,36.59,15939500,105389900,13.98,51.62857057,50.76571271,17.15,18770800,18062700,84.690002,32.189999,31.719999
41097,35.990002,8853200,106699200,14.01,50.70142743,50.82285686,17.02,12717200,17658200,83.75,31.950001,32.509998
41098,35.439999,12583300,68046300,14.25,50.66999814,50.35285571,17.700001,33798000,13306600,83.559998,32.48,32.799999
41099,34.689999,13036000,107127400,14.01,49.87428671,49.52428443,17.389999,25659700,25996300,81.199997,32.310001,32.060001
41100,34.939999,13817500,72249100,13.87,49.332859,50.28428643,17.540001,19454900,17607100,80.099998,31.959999,32.380001
41103,34.740002,10121300,65056100,14.2,50.45428471,50.50857157,17.440001,21615500,16383200,81.459999,31.99,32.099998
41104,34.119999,17387700,108919700,13.75,48.87142943,49.34714129,16.68,51489300,23191300,79.75,31.450001,32.27
41105,33.799999,23147200,127862700,13.89,48.85714343,47.14428714,16.48,38378500,33396500,78.800003,32.290001,31.23
41106,33.490002,12766300,78683000,14.18,48.11857229,47.80571371,16.42,37548800,21941300,80.230003,31.620001,31.360001
41107,33.59,10883300,64541000,14.43,48.16143043,47.23857114,16.190001,26660400,28895900,80.849998,31.84,31.83
41110,34.119999,7150200,46486600,14.48,47.99857329,48.47142786,16.5,20613700,18207000,81.860001,32.240002,31.879999
41111,33.939999,5988400,44731700,14.32,48.93714143,48.74285886,16.48,30692400,16209700,82.330002,31.84,31.51
41112,34.27,8396900,64431300,14.02,48.46857071,48.45571514,16.34,30842500,15390600,82,31.440001,31.450001
41113,34.939999,9211000,128201100,14.39,48.83571243,49.28142929,16.91,20120300,17009000,82.550003,31.219999,31.540001
41114,34.939999,4980200,58954600,14.9,49.72428514,50.22000129,17.049999,21047200,16497300,82.82,31.5,31.940001
41117,34.950001,6139600,41259800,14.83,50.45000071,50.06285857,17.059999,16066700,14608200,83.449997,32.029999,31.610001
41118,34.959999,6827800,33301800,14.73,49.66571429,50.13714214,16.780001,10037900,16277400,82.610001,31.610001,31.59
41119,35.240002,9258200,40889600,14.74,50.09142686,49.804287,16.92,12944600,15770400,83.510002,31.809999,31.91
41120,34.860001,6210400,41909100,14.71,49.47999957,49.78714371,16.879999,15131500,15317800,84.110001,31.610001,31.709999
41121,34.93,8913400,116247300,14.92,50.15857314,49.22285843,16.98,12487400,15531500,84.169998,32.09,32.060001
41124,34.470001,10518900,99116600,15.39,49.18714143,48.74142843,17.049999,9560800,13096100,84.07,31.98,31.799999
41125,35.080002,29932700,72322800,15.55,48.14142986,48.412857,17.290001,18464500,17122600,84.559998,31.77,31.99
41126,34.91,11919300,62315800,15.61,48.74571614,48.29142757,17.200001,13298700,13339700,84.959999,32.119999,32.400002
41127,35.25,13601600,51295100,15.45,48.29999929,48.297142,17.1,12778700,16006700,84.910004,32.369999,32.169998
41128,35.43,9394900,51126100,15.16,48.56000143,47.865715,17.110001,13114200,15943200,85.360001,195,189.720006
41131,35.360001,9890800,85626200,14.74,47.72285843,47.25714114,16.959999,34841900,13026500,84.779999,31.620001,31.4
41132,34.720001,18326800,82591000,14.5,47.21285629,47.485714,16.639999,19783600,20728800,82.669998,31.16,31.4
41133,34.369999,11376800,58736600,14.8,47.86000057,48.01857,16.690001,16700400,14489400,82.559998,31.540001,30.68
41134,34.799999,9662400,62357700,14.61,47.82857129,47.48857114,16.82,16595500,15717500,82.379997,30.549999,30.15
41135,35.040001,12136500,47434700,14.61,47.61428457,46.77999871,16.780001,14756500,17022500,83.360001,30.309999,29.889999
41138,35.07,17041000,49822500,14.49,46.58571243,47.40714257,16.440001,21935700,15107300,82.440002,29.5,29.52
41139,34.919998,18789800,33575500,14.54,47.58571243,48.26571271,16.360001,31547400,12770800,82.970001,29.68,30.07
41140,35.279999,12237100,70978900,14.84,49.07285686,48.91571429,17.23,34310400,15447600,84.870003,29.27,28.83
41141,35.669998,11094100,53181900,15.1,50.71428686,50.09999843,16.940001,13985200,12797200,85.559998,28.959999,28.540001
41145,35.610001,5778000,54775800,15.35,50.04857257,50.43000029,17.309999,17771500,9852800,85.889999,28.5,28.559999
41146,35.779999,13900000,166900000,15.66,50.51714329,50.06000143,17.370001,20000000,17908800,86.260002,28.68,28.870001
41147,35.98,10311600,84380600,15.42,50.31999971,50.02142714,17.43,16642400,17755800,86.290001,28.940001,29.27
41148,35.849998,10224400,48145500,15.42,49.45571514,49.53571314,17.530001,14400000,18705300,86.529999,29.1,29.27
41149,35.790001,5916400,40203200,15.4,49.54000086,50.01857,17.77,30800000,17352300,87.029999,29.209999,29.110001
41152,35.66,10262200,42185500,15.41,49.96285629,49.46857071,18.35,44030600,18651200,86.470001,29.34,29.129999
41153,35.080002,8558900,68659100,15.26,49.71285629,49.74285886,18.639999,32600000,18417100,85.040001,28.889999,29.51
41154,35.040001,8118100,71753400,14.97,49.75142671,49.938572,18.379999,23584900,22867000,83.910004,29.41,28.780001
41155,35.560001,9879900,62502900,14.88,49.77142714,49.53571314,18.559999,30800000,27491200,81.589996,28.709999,28.129999
41156,35.619999,8870100,58371200,15.08,49.95571514,49.52285771,18.799999,29690800,26314700,81.849998,28.440001,28.25
41159,35.599998,7274500,33369700,15.02,49.69428629,49.65714257,18.84,15595600,18254600,82.160004,28.07,28.209999
41160,35.630001,6327000,36633400,15.08,49.84142686,49.92142871,18.700001,18475100,17695700,82.5,28.34,28.530001
41161,35.59,7755300,54989600,15.06,49.86000057,49.60428614,18.610001,131200000,24192000,80.440002,28.459999,28.16
41162,35.439999,7941500,48775700,15.12,49.445713,49.50999829,17.809999,53000000,21853600,79.419998,28.219999,28.23
41163,35.57,8390400,43317100,15.03,49.380001,48.64285657,16.84,120057600,17628500,80.220001,28.280001,27.93
41166,35.529999,6690100,51778600,15.1,48.45714186,47.61428457,16.690001,62082200,16435100,80.120003,27.82,27.860001
41167,34.830002,10541300,65261100,14.82,47.42856986,48.02000043,16.07,31205200,18067800,79.599998,27.780001,28.75
41168,35.27,8255100,41278000,14.87,48.06714243,48.55285643,16.16,25880200,17957000,80.43,28.719999,28.92
41169,35.209999,6899500,38684200,15.01,48.86857229,48.64714429,16.49,40356400,15229100,81.339996,29.01,28.610001
41170,35.189999,7365200,39285300,14.97,48.50857157,47.88857271,16.440001,23582700,19003400,80.900002,28.469999,28
41173,34.599998,8218300,49529300,14.65,47.13857271,47.77142714,16.17,19300000,16288500,80.07,27.59,27.530001
41174,34.34,8304600,48890300,14.56,47.92856986,47.45571514,16.41,23150600,15687300,80.940002,27.57,27.629999
41175,34.509998,6798600,93969200,14.35,47.63285829,48.11142729,16.99,34172600,19347200,80.839996,27.43,27.559999
41176,34.360001,7301400,45961100,14.4,47.99571614,47.85714343,16.219999,23999500,16873700,81.190002,27.469999,27.700001
41177,34.759998,5142900,35654200,14.46,47.82857129,48.20142743,16.190001,20091200,11949100,82.150002,27.73,28.139999
41181,35.299999,8640100,66438900,14.64,48.72857286,49.68999857,16.59,30266600,23630700,82.720001,28.4,28.370001
41182,35.16,8774200,91509400,14.2,49.83856957,49.35857014,16.43,40295600,19550200,81.760002,28.360001,26.940001
41183,34.369999,7588700,58588100,14.09,49.5,49.44285586,16.110001,21005000,18152600,80.650002,27.040001,27.16
41184,34.080002,7389700,57295900,13.81,49.02571486,49.06285857,16,22245200,17281200,80.18,26.67,26.860001
41187,33.669998,7807300,54183600,13.86,49.38571543,48.29142757,15.85,18200400,15954300,80.080002,26.370001,26.26
41188,33.68,8540200,73208000,13.94,48.31000143,47.43428414,15.65,16516100,16188100,79.970001,26.370001,25.77
41189,33.169998,13622300,77161700,13.65,47.39714429,47.46285629,15.38,21986600,23567300,80.519997,25.860001,25.360001
41190,33.27,13681200,55365400,13.58,47.60714343,47.35571286,15.33,18681900,17665100,80.959999,25.49,26.219999
41191,32.810001,9875600,96684000,13.33,47.22142786,46.55714414,15.73,19452400,18965900,79.720001,25.969999,26.280001
41194,32.400002,10270800,110748300,12.78,46.74285886,46.65714257,15.34,14581200,17854200,78.839996,26.639999,26.9
41195,32.52,8279100,61363200,13.25,47.14285657,47.49142843,15.56,21994400,16443400,79.940002,27.219999,27.02
41196,32.200001,11576500,88736600,13.05,47.10714343,46.67856986,15.05,41286100,21713900,78.370003,26.67,26.549999
41197,31.719999,9336700,91842200,12.68,46.70000071,46.45142743,15.09,24446700,19037500,78.330002,26.540001,26.799999
41198,31.65,10739100,75778900,12.68,46.99857329,45.75142671,14.98,22963400,25441200,78.690002,27.190001,27.33
41201,31.4,9324900,51392800,12.65,45.337143,45.04571529,15.42,32646500,15836400,78.620003,27.17,26.950001
41202,32.119999,7883600,72508100,13.04,45.24000171,46.47142786,15.38,17507800,17897300,80.010002,27.139999,27.459999
41203,32.110001,7014800,42578600,13.33,46.45142743,46.087143,15.53,30154700,18599700,79.57,27.389999,27.370001
41204,32.18,12057200,59361900,13.06,45.56285857,47.318573,15.09,32524700,30032800,77.230003,26.91,27.040001
41205,32.110001,13362400,82743600,13.14,47.33856957,46.62142943,15.16,25340600,36292700,76.779999,27.07,27.26
41208,31.91,10247100,50005900,13.09,46.79857257,47.43428414,14.98,13836300,20606900,76.720001,27.190001,27.450001
41209,31.99,9212900,54013200,13.25,47.66428757,47.89428714,15.18,16056600,18421500,78.379997,27.66,27.49
41210,32.099998,9302900,54105500,13.32,48.00571443,47.72000129,15.05,25465200,18899900,79.220001,27.9,28.07
41211,32.880001,11609100,74076900,13.36,47.81428529,47.952858,15.1,34905700,19942100,80.269997,28.129999,28.059999
41212,33.66,9562700,66304800,13.73,47.99285886,49.03714371,15.5,16272500,18050100,80.589996,28.08,28.67
41216,33.5,9269800,47019400,13.91,49,49.91857143,15.67,20481700,18859600,81.260002,28.52,28.42
41217,33.189999,8892100,46233600,13.89,49.84999843,50.25142671,15.81,18287200,15042600,80.849998,27.969999,28.120001
41218,33.599998,10338100,66182800,13.9,50.667141,51.02857214,15.95,20991400,18379200,81.870003,28.690001,28.66
41219,33.27,8422200,68539000,13.61,50.47714229,51.38714214,15.69,14364900,18336500,81.459999,28.280001,28.299999
41222,33,7093600,61376200,13.26,50.905716,50.57143014,15.44,21486700,20717000,81.120003,27.85,27.59
41223,31.799999,26187100,57768900,13.12,50.50428386,50.53571314,15.18,22791100,22639600,81.5,27.360001,27.389999
41224,31.59,12708900,44328200,13.23,51.18999857,51.14571386,15.1,16646100,19015100,82.080002,27.629999,27.530001
41225,31.49,11017200,45989000,13.04,51.57285686,51.11000057,14.99,27078600,19413200,82.089996,27.68,27.280001
41226,30.969999,9349800,41208600,13,51.59571457,52.13142771,14.94,19745100,22705100,82.260002,27.42,27.18
41229,30.870001,9592800,66084800,12.63,52.20428471,53.40000157,14.69,24504800,17343500,82.080002,27.030001,26.879999
41230,31.51,11095800,53892600,12.86,54,53.83571243,14.69,30168200,16424900,82.800003,27.290001,28.41
41231,31.620001,8028600,33450700,12.92,56.58856957,55.27142714,14.15,63098400,12808400,83.169998,28.57,28.700001
41232,31.799999,11624400,43705600,13.08,55.27857214,55.32714457,13.63,30487100,21359700,83.75,29.049999,29.379999
41233,31.940001,9893200,26480600,13.15,55.47428514,56.18571471,14.05,30144800,13152600,84.540001,29.389999,29.139999
41236,31.68,11566300,45334300,13.01,55.764286,56.92856986,13.88,16725400,14007600,84.199997,28.860001,28.950001
41237,32.02,11919400,109165800,12.85,57.14285657,57.630001,13.99,20934200,16226700,84.040001,28.950001,28.969999
41238,31.190001,13121000,113808600,12.3,57.22714229,56.08428571,13.9,20559500,19820600,83.239998,28.9,28.58
41239,30.700001,9898800,69884600,12.3,55.945713,55.97428514,13.71,20636500,24556600,81.150002,28.66,28.299999
41240,30.17,13036900,68621600,12,55.37714386,55.782856,14.07,67798500,26609000,79.760002,27.969999,27.940001
41243,30.139999,13751200,73771800,12.21,56.82571414,56.67856986,13.34,26880000,22864500,78.739998,28.370001,27.93
41244,29.77,13498600,97171100,11.82,56.80714414,55.55857086,13.18,25800300,28410500,77.82,27.6,27.18
41245,29.42,13077500,127291500,11.36,55.85428614,56.08142857,13.07,26161900,28373000,76.459999,27.09,27.299999
41246,29.09,17343200,153368800,10.77,55.630001,53.90999986,12.86,39442300,42624200,73.510002,26.780001,25.74
41247,28.389999,31502600,139254200,10.32,54.34857171,53.37428671,12.12,47066200,47167500,72.07,26.139999,25.209999
41250,26.98,25663400,202155900,9.87,51.66999814,50.45857243,11.8,59577600,58857600,69.900002,24.700001,22.93
41251,27.139999,23017700,177330900,10.13,51.61428457,53.43000029,12.09,47484100,61753300,67.029999,24.35,24.780001
